rank	experiment	compression	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_encoding_ratio	post_compression_ratio	codec_ratio	elapsed_ms	result_file	column_stats_tsv	output_dir
291	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-plain	zstd-3	delta-binary-packed	plain	plain	delta-byte-array	712398624	825621935	286487070	97952544	2.881882	8.428795	2.924754	12543	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-plain
292	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain	zstd-3	delta-binary-packed	plain	plain	delta-length-byte-array	712398624	825621935	488705750	99602101	1.689405	8.289202	4.906581	12339	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain
293	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict	zstd-3	delta-binary-packed	plain	rle-dict	plain	712398624	825621935	590842555	101538366	1.397364	8.131133	5.818909	12155	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-rle-dict
294	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-rle-dict	zstd-3	delta-binary-packed	plain	rle-dict	rle-dict	712398624	825621935	240859877	89784772	3.427810	9.195568	2.682636	12022	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-rle-dict
295	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict	zstd-3	delta-binary-packed	plain	rle-dict	delta-byte-array	712398624	825621935	284260854	102474784	2.904452	8.056830	2.773959	12501	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-rle-dict
296	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-rle-dict	zstd-3	delta-binary-packed	plain	rle-dict	delta-length-byte-array	712398624	825621935	486671816	104138446	1.696465	7.928118	4.673316	12332	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-rle-dict
297	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-delta-binary-packed	zstd-3	delta-binary-packed	plain	delta-binary-packed	plain	712398624	825621935	579295458	98159947	1.425217	8.410986	5.901546	12141	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-plain-ts-delta-binary-packed
298	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-delta-binary-packed	zstd-3	delta-binary-packed	plain	delta-binary-packed	rle-dict	712398624	825621935	229296139	86454935	3.600680	9.549738	2.652204	11769	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-plain-ts-delta-binary-packed
299	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed	zstd-3	delta-binary-packed	plain	delta-binary-packed	delta-byte-array	712398624	825621935	272641127	99082607	3.028237	8.332663	2.751655	12347	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed
300	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed	zstd-3	delta-binary-packed	plain	delta-binary-packed	delta-length-byte-array	712398624	825621935	474936733	100780195	1.738383	8.192303	4.712600	11893	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-delta-binary-packed
301	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-plain	zstd-3	delta-binary-packed	rle-dict	plain	plain	712398624	825621935	588938191	96980479	1.401882	8.513280	6.072750	12220	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-plain
302	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-plain	zstd-3	delta-binary-packed	rle-dict	plain	rle-dict	712398624	825621935	238958023	85261262	3.455092	9.683436	2.802656	11919	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-plain
303	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-plain	zstd-3	delta-binary-packed	rle-dict	plain	delta-byte-array	712398624	825621935	282488494	97953617	2.922675	8.428703	2.883901	17052	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-plain
304	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain	zstd-3	delta-binary-packed	rle-dict	plain	delta-length-byte-array	712398624	825621935	484715410	99604359	1.703313	8.289014	4.866408	16943	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain
305	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict	zstd-3	delta-binary-packed	rle-dict	rle-dict	plain	712398624	825621935	586845134	101538503	1.406882	8.131122	5.779533	15343	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-rle-dict
306	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-rle-dict	zstd-3	delta-binary-packed	rle-dict	rle-dict	rle-dict	712398624	825621935	236857274	89785120	3.485736	9.195532	2.638046	14640	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-rle-dict
307	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict	zstd-3	delta-binary-packed	rle-dict	rle-dict	delta-byte-array	712398624	825621935	280272662	102485249	2.945781	8.056008	2.734761	12590	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-rle-dict
308	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-rle-dict	zstd-3	delta-binary-packed	rle-dict	rle-dict	delta-length-byte-array	712398624	825621935	482664642	104128653	1.710550	7.928864	4.635272	12247	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-rle-dict
309	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed	zstd-3	delta-binary-packed	rle-dict	delta-binary-packed	plain	712398624	825621935	575296882	98161024	1.435123	8.410894	5.860747	11962	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed
310	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-delta-binary-packed	zstd-3	delta-binary-packed	rle-dict	delta-binary-packed	rle-dict	712398624	825621935	225297638	86456052	3.664583	9.549614	2.605921	11699	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-rle-dict-ts-delta-binary-packed
311	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed	zstd-3	delta-binary-packed	rle-dict	delta-binary-packed	delta-byte-array	712398624	825621935	268642554	99083683	3.073310	8.332572	2.711269	12394	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed
312	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed	zstd-3	delta-binary-packed	rle-dict	delta-binary-packed	delta-length-byte-array	712398624	825621935	470891759	100777856	1.753316	8.192494	4.672572	12013	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-delta-binary-packed
313	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-plain	zstd-3	delta-binary-packed	delta-binary-packed	plain	plain	712398624	825621935	588992764	96979729	1.401752	8.513345	6.073360	12013	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-plain
314	rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-plain	zstd-3	delta-binary-packed	delta-binary-packed	plain	rle-dict	712398624	825621935	239004989	85261634	3.454413	9.683393	2.803195	11825	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-plain
